vid,uid,split,fid,exp
0Stq3XQqmYE_13000_23000,0Stq3XQqmYE_13000_23000_gun_1,test_u,2,The object making a sound by shooting.
0Stq3XQqmYE_13000_23000,0Stq3XQqmYE_13000_23000_gun_2,test_u,2,The object making the loudest sound.
0Stq3XQqmYE_13000_23000,0Stq3XQqmYE_13000_23000_gun_3,test_u,2,The first object to make a sound.
0YKDwGCoMkw_115000_125000,0YKDwGCoMkw_115000_125000_gun_1,test_u,2,The first object to make a sound.
0YKDwGCoMkw_115000_125000,0YKDwGCoMkw_115000_125000_gun_2,test_u,2,The object making a sound by being fired by the man near us.
0YKDwGCoMkw_212000_222000,0YKDwGCoMkw_212000_222000_gun_1,test_u,1,The object making shorter sound duration than the man.
0YKDwGCoMkw_212000_222000,0YKDwGCoMkw_212000_222000_gun_3,test_u,1,The object making the lowest sound.
0cccxpIx08w_22000_32000,0cccxpIx08w_22000_32000_gun_1,test_u,1,The object held by the man.
0cccxpIx08w_22000_32000,0cccxpIx08w_22000_32000_gun_2,test_u,1,The object making the loudest sound.
0cccxpIx08w_22000_32000,0cccxpIx08w_22000_32000_gun_3,test_u,1,The object making a sound by being held by the man.
0iVM2GY3R_c_12000_22000,0iVM2GY3R_c_12000_22000_emergency-car_1,test_u,2,The sounding object.
0iVM2GY3R_c_12000_22000,0iVM2GY3R_c_12000_22000_emergency-car_2,test_u,2,The object that keeps making sound at all times.
0iVM2GY3R_c_12000_22000,0iVM2GY3R_c_12000_22000_emergency-car_3,test_u,2,The object making the loudest sound.
0iVM2GY3R_c_30000_40000,0iVM2GY3R_c_30000_40000_emergency-car_1,test_u,0,The object that keeps making sound at all times.
0iVM2GY3R_c_30000_40000,0iVM2GY3R_c_30000_40000_emergency-car_2,test_u,0,The object making a sound by alarming.
0iVM2GY3R_c_30000_40000,0iVM2GY3R_c_30000_40000_emergency-car_3,test_u,0,The sounding object.
1FclvjVqnJk_3000_13000,1FclvjVqnJk_3000_13000_tuba_1,test_u,1,The object that making a sound after the piano.
1FclvjVqnJk_3000_13000,1FclvjVqnJk_3000_13000_tuba_2,test_u,1,The object making longer sound duration than the piano.
1FclvjVqnJk_3000_13000,1FclvjVqnJk_3000_13000_tuba_3,test_u,1,The first object to make a sound.
1FclvjVqnJk_320000_330000,1FclvjVqnJk_320000_330000_tuba_1,test_u,1,The object making a sound by being played by the man.
1FclvjVqnJk_320000_330000,1FclvjVqnJk_320000_330000_tuba_2,test_u,1,The sounding object in front of the piano.
1FclvjVqnJk_320000_330000,1FclvjVqnJk_320000_330000_tuba_3,test_u,1,The object making shorter sound duration than the piano.
1FclvjVqnJk_40000_50000,1FclvjVqnJk_40000_50000_tuba_1,test_u,1,The object valume is louder over the time.
1FclvjVqnJk_40000_50000,1FclvjVqnJk_40000_50000_tuba_2,test_u,1,The first object to make a sound.
1FclvjVqnJk_40000_50000,1FclvjVqnJk_40000_50000_tuba_3,test_u,1,The object making louder sound than the piano.
1NkxMP5GM0o_238000_248000,1NkxMP5GM0o_238000_248000_baby_1,test_u,0,The object playing with building blocks.
1NkxMP5GM0o_238000_248000,1NkxMP5GM0o_238000_248000_baby_2,test_u,0,The object wearing white and gray clothes.
1NkxMP5GM0o_238000_248000,1NkxMP5GM0o_238000_248000_baby_3,test_u,0,The object making a sound by playing building blocks.
1NkxMP5GM0o_238000_248000,1NkxMP5GM0o_238000_248000_vacuum-cleaner_1,test_u,2,The object that keeps making sound at all times.
1NkxMP5GM0o_238000_248000,1NkxMP5GM0o_238000_248000_vacuum-cleaner_2,test_u,2,The object having a long wire.
1NkxMP5GM0o_238000_248000,1NkxMP5GM0o_238000_248000_vacuum-cleaner_3,test_u,2,The sounding object behind the baby.
1hoqgyCNlZY_147000_157000,1hoqgyCNlZY_147000_157000_gun_1,test_u,0,The gun being held by a man.
1hoqgyCNlZY_147000_157000,1hoqgyCNlZY_147000_157000_gun_2,test_u,0,The object on the right of the sounding man.
1hoqgyCNlZY_147000_157000,1hoqgyCNlZY_147000_157000_gun_3,test_u,0,The object being held by a man.
1hoqgyCNlZY_80000_90000,1hoqgyCNlZY_80000_90000_gun_1,test_u,1,The last object to make a sound.
1hoqgyCNlZY_80000_90000,1hoqgyCNlZY_80000_90000_gun_2,test_u,1,The object that making a sound after the man.
1ikYg55bxIg_120000_130000,1ikYg55bxIg_120000_130000_tuba_1,test_u,2,The yellow tuba.
1ikYg55bxIg_120000_130000,1ikYg55bxIg_120000_130000_tuba_2,test_u,2,The sounding object in front of the piano.
1ikYg55bxIg_120000_130000,1ikYg55bxIg_120000_130000_tuba_3,test_u,2,The object making the slowest rhythm.
1ikYg55bxIg_15000_25000,1ikYg55bxIg_15000_25000_tuba_1,test_u,1,The object making the loudest sound.
1ikYg55bxIg_15000_25000,1ikYg55bxIg_15000_25000_tuba_2,test_u,1,The object volume is louder over the time.
1ikYg55bxIg_15000_25000,1ikYg55bxIg_15000_25000_tuba_3,test_u,1,The sounding object in front of the piano.
1ikYg55bxIg_180000_190000,1ikYg55bxIg_180000_190000_tuba_1,test_u,0,The object making the loudest sound.
1ikYg55bxIg_180000_190000,1ikYg55bxIg_180000_190000_tuba_2,test_u,0,The sounding object in front of the piano.
1ikYg55bxIg_32000_42000,1ikYg55bxIg_32000_42000_piano_1,test_u,2,The object making the longest sound duration.
1ikYg55bxIg_32000_42000,1ikYg55bxIg_32000_42000_piano_2,test_u,2,The sounding object on the left of the tuba.
1ikYg55bxIg_32000_42000,1ikYg55bxIg_32000_42000_tuba_1,test_u,0,The object making the shortest sound duration.
1ikYg55bxIg_32000_42000,1ikYg55bxIg_32000_42000_tuba_2,test_u,0,The sounding object on the right of the piano.
1ikYg55bxIg_32000_42000,1ikYg55bxIg_32000_42000_tuba_3,test_u,0,The object making a sound by being played by the man seated.
1ikYg55bxIg_32000_42000,1ikYg55bxIg_32000_42000_woman_1,test_u,1,The object making a sound by playing the piano.
2B_tR_2Ww6Y_20000_30000,2B_tR_2Ww6Y_20000_30000_lion_1,test_u,0,The object making a sound by roaring.
2B_tR_2Ww6Y_20000_30000,2B_tR_2Ww6Y_20000_30000_lion_2,test_u,0,The object making the longest sound duration.
2B_tR_2Ww6Y_20000_30000,2B_tR_2Ww6Y_20000_30000_lion_3,test_u,0,The object making the loudest sound.
2D43gPo7CzY_0_10000,2D43gPo7CzY_0_10000_mower_1,test_u,0,The object making the continuous sound.
2D43gPo7CzY_0_10000,2D43gPo7CzY_0_10000_mower_2,test_u,0,The object that keeps making sound at all times.
2D43gPo7CzY_0_10000,2D43gPo7CzY_0_10000_mower_3,test_u,0,Mower.
2qbHGI9HbfY_41000_51000,2qbHGI9HbfY_41000_51000_sheep_1,test_u,0,The sounding object.
2qbHGI9HbfY_41000_51000,2qbHGI9HbfY_41000_51000_sheep_2,test_u,0,The first object to make a sound.
2qbHGI9HbfY_41000_51000,2qbHGI9HbfY_41000_51000_sheep_3,test_u,0,The object keeps moving.
36ShTJ5wOnU_170000_180000,36ShTJ5wOnU_170000_180000_piano_1,test_u,0,The object making the fastest rhythm.
36ShTJ5wOnU_170000_180000,36ShTJ5wOnU_170000_180000_piano_2,test_u,0,The piano played by a woman.
36ShTJ5wOnU_170000_180000,36ShTJ5wOnU_170000_180000_piano_3,test_u,0,The sounding object behind the man in white.
36ShTJ5wOnU_170000_180000,36ShTJ5wOnU_170000_180000_tuba_1,test_u,2,The object making the loudest sound.
36ShTJ5wOnU_170000_180000,36ShTJ5wOnU_170000_180000_tuba_2,test_u,2,The tuba played by a man.
36ShTJ5wOnU_170000_180000,36ShTJ5wOnU_170000_180000_tuba_3,test_u,2,The object making louder sound than the piano.
36ShTJ5wOnU_290000_300000,36ShTJ5wOnU_290000_300000_tuba_1,test_u,1,The sounding tuba.
36ShTJ5wOnU_290000_300000,36ShTJ5wOnU_290000_300000_tuba_2,test_u,1,The sounding object near the man in white.
36ShTJ5wOnU_290000_300000,36ShTJ5wOnU_290000_300000_tuba_3,test_u,7,The instrument that didn't make any sound.
39lnJvGtsCw_33000_43000,39lnJvGtsCw_33000_43000_sheep_1,test_u,0,The sounding object.
39lnJvGtsCw_33000_43000,39lnJvGtsCw_33000_43000_sheep_2,test_u,0,The object making the loudest sound.
39lnJvGtsCw_68000_78000,39lnJvGtsCw_68000_78000_sheep_1,test_u,0,The first object to make a sound.
39lnJvGtsCw_68000_78000,39lnJvGtsCw_68000_78000_sheep_2,test_u,0,The first object to make a sound
39lnJvGtsCw_68000_78000,39lnJvGtsCw_68000_78000_sheep_3,test_u,0,The object making the loudest sound.
39xq5AATMp4_42000_52000,39xq5AATMp4_42000_52000_baby_1,test_u,2,The baby shaking its body.
39xq5AATMp4_42000_52000,39xq5AATMp4_42000_52000_baby_2,test_u,2,The baby on the right of the dog.
39xq5AATMp4_42000_52000,39xq5AATMp4_42000_52000_baby_3,test_u,2,The baby on the right of a dog.
39xq5AATMp4_42000_52000,39xq5AATMp4_42000_52000_dog_1,test_u,0,The dog playing a piano.
39xq5AATMp4_42000_52000,39xq5AATMp4_42000_52000_dog_2,test_u,0,The object making a sound by playing piano.
39xq5AATMp4_42000_52000,39xq5AATMp4_42000_52000_dog_3,test_u,0,The dog playing a piano.
39xq5AATMp4_42000_52000,39xq5AATMp4_42000_52000_piano_1,test_u,1,The first object to make a sound.
39xq5AATMp4_42000_52000,39xq5AATMp4_42000_52000_piano_2,test_u,1,The object making a sound by being played.
39xq5AATMp4_42000_52000,39xq5AATMp4_42000_52000_piano_3,test_u,1,The piano played by a dog.
39xq5AATMp4_60000_70000,39xq5AATMp4_60000_70000_baby_1,test_u,2,The person that didn't make any sound.
39xq5AATMp4_60000_70000,39xq5AATMp4_60000_70000_baby_2,test_u,2,The baby playing with toys.
39xq5AATMp4_60000_70000,39xq5AATMp4_60000_70000_baby_3,test_u,2,The object holding a toy.
39xq5AATMp4_60000_70000,39xq5AATMp4_60000_70000_dog_1,test_u,1,The object making a sound by playing the piano and howling.
39xq5AATMp4_60000_70000,39xq5AATMp4_60000_70000_dog_2,test_u,1,The object that making a sound after the piano.
39xq5AATMp4_60000_70000,39xq5AATMp4_60000_70000_dog_3,test_u,1,The object making a sound by barking.
39xq5AATMp4_60000_70000,39xq5AATMp4_60000_70000_piano_1,test_u,0,The sounding object on the left of the dog.
39xq5AATMp4_60000_70000,39xq5AATMp4_60000_70000_piano_2,test_u,0,The first object to make a sound.
39xq5AATMp4_60000_70000,39xq5AATMp4_60000_70000_piano_3,test_u,0,The sounding object on the left of the dog.
3gbLFB-r9Fs_1090000_1100000,3gbLFB-r9Fs_1090000_1100000_motorcycle_1,test_u,0,the first object to make a sound.
3gbLFB-r9Fs_1090000_1100000,3gbLFB-r9Fs_1090000_1100000_motorcycle_2,test_u,0,The object making the longest sound duration.
3gbLFB-r9Fs_1090000_1100000,3gbLFB-r9Fs_1090000_1100000_motorcycle_3,test_u,0,The object making the loudest sound.
3gbLFB-r9Fs_1182000_1192000,3gbLFB-r9Fs_1182000_1192000_motorcycle_1,test_u,0,The object that keeps making sound at all times.
3gbLFB-r9Fs_1182000_1192000,3gbLFB-r9Fs_1182000_1192000_motorcycle_2,test_u,0,The sounding object.
3gbLFB-r9Fs_1182000_1192000,3gbLFB-r9Fs_1182000_1192000_motorcycle_3,test_u,0,The motorcycle being rode by the man.
3gbLFB-r9Fs_1210000_1220000,3gbLFB-r9Fs_1210000_1220000_motorcycle_1,test_u,0,The object make loudest sound
3gbLFB-r9Fs_1210000_1220000,3gbLFB-r9Fs_1210000_1220000_motorcycle_2,test_u,0,The object volume is louder over the time.
3gbLFB-r9Fs_1210000_1220000,3gbLFB-r9Fs_1210000_1220000_motorcycle_3,test_u,0,The first object to make a sound.
3mh36Zm0lLM_0_10000,3mh36Zm0lLM_0_10000_wolf_1,test_u,2,The first object to make a sound.
3mh36Zm0lLM_0_10000,3mh36Zm0lLM_0_10000_wolf_2,test_u,0,The last object to make a sound.
3mh36Zm0lLM_0_10000,3mh36Zm0lLM_0_10000_wolf_3,test_u,2,The object making the longest sound duration.
3vXBTUpYaVw_323000_333000,3vXBTUpYaVw_323000_333000_truck_2,test_u,1,The object appearing longer than the car.
3vXBTUpYaVw_323000_333000,3vXBTUpYaVw_323000_333000_truck_3,test_u,1,The object colliding with another car.
4HlGbrNuyPU_0_10000,4HlGbrNuyPU_0_10000_sheep_1,test_u,0,The sheep near the donkeys.
4HlGbrNuyPU_0_10000,4HlGbrNuyPU_0_10000_sheep_2,test_u,0,The object between the two donkeys.
4HlGbrNuyPU_0_10000,4HlGbrNuyPU_0_10000_sheep_3,test_u,0,The sheep standing in the middle.
4ijLeXCmQXg_405000_415000,4ijLeXCmQXg_405000_415000_baby_1,test_u,0,The object making the loudest sound.
4ijLeXCmQXg_405000_415000,4ijLeXCmQXg_405000_415000_baby_2,test_u,0,The object making the longest sound duration.
4ijLeXCmQXg_405000_415000,4ijLeXCmQXg_405000_415000_baby_3,test_u,0,The object making a sound by trying to speak.
4tVCIBilaSA_5000_15000,4tVCIBilaSA_5000_15000_leopard_1,test_u,0,The sounding object.
4tVCIBilaSA_5000_15000,4tVCIBilaSA_5000_15000_leopard_2,test_u,0,The object making a sound by wolfing.
4tVCIBilaSA_5000_15000,4tVCIBilaSA_5000_15000_leopard_3,test_u,0,The object making the loudest sound.
5YLQapaxA8o_31000_41000,5YLQapaxA8o_31000_41000_tuba_1,test_u,1,The object making a sound by being played by the man on the right.
5YLQapaxA8o_31000_41000,5YLQapaxA8o_31000_41000_tuba_2,test_u,1,The biggest tuba.
5YLQapaxA8o_31000_41000,5YLQapaxA8o_31000_41000_tuba_3,test_u,1,The sounding object in front of the rightmost man.
5YLQapaxA8o_80000_90000,5YLQapaxA8o_80000_90000_tuba_1,test_u,1,The object making a sound by being played by the man on the right.
5YLQapaxA8o_80000_90000,5YLQapaxA8o_80000_90000_tuba_2,test_u,0,The tuba played by a man on the left.
5YLQapaxA8o_80000_90000,5YLQapaxA8o_80000_90000_tuba_3,test_u,0,the tuba on the far left.
5cTPQn6VMHU_32000_42000,5cTPQn6VMHU_32000_42000_pig_1,test_u,0,The object making the loudest sound.
5cTPQn6VMHU_32000_42000,5cTPQn6VMHU_32000_42000_pig_2,test_u,0,The pig appearing through the entire video.
5cTPQn6VMHU_32000_42000,5cTPQn6VMHU_32000_42000_pig_3,test_u,0,The pig is walking.
6985M7cEWSE_0_10000,6985M7cEWSE_0_10000_wolf_1,test_u,1,The object making the loudest sound.
6985M7cEWSE_0_10000,6985M7cEWSE_0_10000_wolf_2,test_u,0,The wolf on the left of a stone.
6985M7cEWSE_0_10000,6985M7cEWSE_0_10000_wolf_3,test_u,1,The white wolf.
6985M7cEWSE_45000_55000,6985M7cEWSE_45000_55000_wolf_1,test_u,1,The sounding object on the left of the biggest rock.
6985M7cEWSE_45000_55000,6985M7cEWSE_45000_55000_wolf_2,test_u,2,The sounding object on the biggest stone.
6985M7cEWSE_45000_55000,6985M7cEWSE_45000_55000_wolf_3,test_u,2,the wolf on a rock.
6KT2mbCNxO4_228000_238000,6KT2mbCNxO4_228000_238000_truck_1,test_u,0,The sounding object.
6KT2mbCNxO4_228000_238000,6KT2mbCNxO4_228000_238000_truck_2,test_u,0,The object that keeps making sound at all times.
6KT2mbCNxO4_228000_238000,6KT2mbCNxO4_228000_238000_truck_3,test_u,0,The object making the loudest sound.
6KT2mbCNxO4_434000_444000,6KT2mbCNxO4_434000_444000_truck_1,test_u,0,The truck moving fast.
6KT2mbCNxO4_434000_444000,6KT2mbCNxO4_434000_444000_truck_2,test_u,0,The first object to make a sound.
6KT2mbCNxO4_434000_444000,6KT2mbCNxO4_434000_444000_truck_3,test_u,0,The object that keeps making sound at all times.
73QQbJIeB3Y_128000_138000,73QQbJIeB3Y_128000_138000_baby_1,test_u,0,The baby playing with a dog.
73QQbJIeB3Y_128000_138000,73QQbJIeB3Y_128000_138000_baby_2,test_u,0,The object making a sound by laughing.
73QQbJIeB3Y_128000_138000,73QQbJIeB3Y_128000_138000_baby_3,test_u,0,The object laughing.
73QQbJIeB3Y_128000_138000,73QQbJIeB3Y_128000_138000_dog_1,test_u,2,The dog playing with a baby.
73QQbJIeB3Y_128000_138000,73QQbJIeB3Y_128000_138000_dog_2,test_u,2,The yellow and white dog.
73QQbJIeB3Y_128000_138000,73QQbJIeB3Y_128000_138000_dog_3,test_u,3,The object wagging its tail.
73QQbJIeB3Y_232000_242000,73QQbJIeB3Y_232000_242000_baby_1,test_u,0,The first object to make a sound.
73QQbJIeB3Y_232000_242000,73QQbJIeB3Y_232000_242000_baby_2,test_u,0,The first object to make a sound.
73QQbJIeB3Y_232000_242000,73QQbJIeB3Y_232000_242000_baby_3,test_u,0,The object that keeps making sound at all times.
73QQbJIeB3Y_232000_242000,73QQbJIeB3Y_232000_242000_woman_1,test_u,1,The woman holding a baby.
73QQbJIeB3Y_265000_275000,73QQbJIeB3Y_265000_275000_baby_1,test_u,0,The object making a sound by laughing.
73QQbJIeB3Y_265000_275000,73QQbJIeB3Y_265000_275000_baby_2,test_u,0,The object held by the woman.
73QQbJIeB3Y_265000_275000,73QQbJIeB3Y_265000_275000_baby_3,test_u,0,The object making the shortest sound duration.
73QQbJIeB3Y_265000_275000,73QQbJIeB3Y_265000_275000_dog_1,test_u,1,The object that making a sound before the baby.
73QQbJIeB3Y_265000_275000,73QQbJIeB3Y_265000_275000_dog_2,test_u,1,The object groveling and walking on the floor.
73QQbJIeB3Y_265000_275000,73QQbJIeB3Y_265000_275000_dog_3,test_u,1,The object making a sound by tearing at the red plastic bag.
73QQbJIeB3Y_298000_308000,73QQbJIeB3Y_298000_308000_baby_1,test_u,0,The object making the loudest sound.
73QQbJIeB3Y_298000_308000,73QQbJIeB3Y_298000_308000_baby_2,test_u,0,The baby laughing.
73QQbJIeB3Y_298000_308000,73QQbJIeB3Y_298000_308000_baby_3,test_u,0,The object making a sound by laughing.
73QQbJIeB3Y_298000_308000,73QQbJIeB3Y_298000_308000_dog_1,test_u,1,The dog on the right of the baby.
73QQbJIeB3Y_298000_308000,73QQbJIeB3Y_298000_308000_dog_2,test_u,1,dog.
73QQbJIeB3Y_298000_308000,73QQbJIeB3Y_298000_308000_dog_3,test_u,1,The object on the right of the sounding baby.
73QQbJIeB3Y_353000_363000,73QQbJIeB3Y_353000_363000_baby_1,test_u,1,The first object to make a sound.
73QQbJIeB3Y_353000_363000,73QQbJIeB3Y_353000_363000_baby_2,test_u,1,The baby on the left of a dog.
73QQbJIeB3Y_353000_363000,73QQbJIeB3Y_353000_363000_baby_3,test_u,0,The baby on the right of a dog.
73QQbJIeB3Y_353000_363000,73QQbJIeB3Y_353000_363000_dog_1,test_u,2,The object between the two babies.
73QQbJIeB3Y_353000_363000,73QQbJIeB3Y_353000_363000_dog_2,test_u,2,The dog between two babies.
73QQbJIeB3Y_353000_363000,73QQbJIeB3Y_353000_363000_dog_3,test_u,3,The dog standing.
73QQbJIeB3Y_446000_456000,73QQbJIeB3Y_446000_456000_baby_1,test_u,0,The object making the loudest sound.
73QQbJIeB3Y_446000_456000,73QQbJIeB3Y_446000_456000_baby_2,test_u,0,The sounding object on the right of the dog.
73QQbJIeB3Y_446000_456000,73QQbJIeB3Y_446000_456000_baby_3,test_u,0,The object making the fastest rhythm.
73QQbJIeB3Y_446000_456000,73QQbJIeB3Y_446000_456000_dog_1,test_u,1,The dog playing with the baby.
73QQbJIeB3Y_446000_456000,73QQbJIeB3Y_446000_456000_dog_2,test_u,1,The first object to make a sound.
73QQbJIeB3Y_446000_456000,73QQbJIeB3Y_446000_456000_dog_3,test_u,1,The object making a sound by walking on the floor.
73QQbJIeB3Y_460000_470000,73QQbJIeB3Y_460000_470000_baby_1,test_u,0,The object making a sound by laughing.
73QQbJIeB3Y_460000_470000,73QQbJIeB3Y_460000_470000_baby_2,test_u,0,The sounding object in front of the dog.
73QQbJIeB3Y_460000_470000,73QQbJIeB3Y_460000_470000_baby_3,test_u,0,The first object to make a sound.
73QQbJIeB3Y_460000_470000,73QQbJIeB3Y_460000_470000_dog_1,test_u,1,The dog playing with the boy.
73QQbJIeB3Y_460000_470000,73QQbJIeB3Y_460000_470000_dog_2,test_u,1,The dog on the left of the sounding baby.
73QQbJIeB3Y_460000_470000,73QQbJIeB3Y_460000_470000_dog_3,test_u,1,The object having large drooping ears.
73QQbJIeB3Y_68000_78000,73QQbJIeB3Y_68000_78000_baby_1,test_u,0,The object making a sound by laughing.
73QQbJIeB3Y_68000_78000,73QQbJIeB3Y_68000_78000_baby_2,test_u,0,The first object to make a sound.
73QQbJIeB3Y_68000_78000,73QQbJIeB3Y_68000_78000_baby_3,test_u,0,The object making the loudest sound.
73QQbJIeB3Y_68000_78000,73QQbJIeB3Y_68000_78000_dog_1,test_u,2,The dog near the baby
73QQbJIeB3Y_68000_78000,73QQbJIeB3Y_68000_78000_dog_2,test_u,2,The dog fed by a baby.
73QQbJIeB3Y_68000_78000,73QQbJIeB3Y_68000_78000_dog_3,test_u,2,The object tricked by the boy.
73QQbJIeB3Y_68000_78000,73QQbJIeB3Y_68000_78000_table_1,test_u,1,The table in front of the baby
73QQbJIeB3Y_68000_78000,73QQbJIeB3Y_68000_78000_table_2,test_u,1,The table in front of the baby.
73QQbJIeB3Y_68000_78000,73QQbJIeB3Y_68000_78000_table_3,test_u,1,The object set with food.
73QQbJIeB3Y_95000_105000,73QQbJIeB3Y_95000_105000_baby_1,test_u,2,The object making the loudest sound.
73QQbJIeB3Y_95000_105000,73QQbJIeB3Y_95000_105000_baby_2,test_u,2,The object making the loudest sound.
73QQbJIeB3Y_95000_105000,73QQbJIeB3Y_95000_105000_baby_3,test_u,2,The object making a sound by laughing.
73QQbJIeB3Y_95000_105000,73QQbJIeB3Y_95000_105000_dog_1,test_u,1,The dog is jumping.
73QQbJIeB3Y_95000_105000,73QQbJIeB3Y_95000_105000_dog_2,test_u,1,The dog playing with a man.
73QQbJIeB3Y_95000_105000,73QQbJIeB3Y_95000_105000_dog_3,test_u,1,The object jumping.
73QQbJIeB3Y_95000_105000,73QQbJIeB3Y_95000_105000_man_1,test_u,4,The standing man.
73QQbJIeB3Y_95000_105000,73QQbJIeB3Y_95000_105000_man_2,test_u,0,The object wearing yellow clothes.
7XgkLOMvC5Q_13000_23000,7XgkLOMvC5Q_13000_23000_tuba_1,test_u,0,The object making the loudest sound.
7XgkLOMvC5Q_13000_23000,7XgkLOMvC5Q_13000_23000_tuba_2,test_u,0,The object held by the woman.
7XgkLOMvC5Q_13000_23000,7XgkLOMvC5Q_13000_23000_tuba_3,test_u,0,The sounding object.
7qeEs3ahSm4_49000_59000,7qeEs3ahSm4_49000_59000_gun_1,test_u,1,The sounding object.
7qeEs3ahSm4_49000_59000,7qeEs3ahSm4_49000_59000_gun_2,test_u,1,The object making the loudest sound.
7qeEs3ahSm4_49000_59000,7qeEs3ahSm4_49000_59000_gun_3,test_u,1,The object held by the man.
88gZ0Mx-wkI_0_10000,88gZ0Mx-wkI_0_10000_sheep_1,test_u,0,The sounding object.
88gZ0Mx-wkI_0_10000,88gZ0Mx-wkI_0_10000_sheep_2,test_u,0,The object making a sound by chewing.
89IuqwavDU8_16000_26000,89IuqwavDU8_16000_26000_tiger_2,test_u,1,The sounding object.
89IuqwavDU8_16000_26000,89IuqwavDU8_16000_26000_tiger_3,test_u,0,The tiger wagging its tail.
8FbJkBe9dsM_7000_17000,8FbJkBe9dsM_7000_17000_sheep_1,test_u,0,The object making the loudest sound.
8FbJkBe9dsM_7000_17000,8FbJkBe9dsM_7000_17000_sheep_2,test_u,0,The sheep on the right of other sheep.
8RAGgYu2LlE_17000_27000,8RAGgYu2LlE_17000_27000_wolf_1,test_u,0,The object that keeps making sound at all times.
8RAGgYu2LlE_17000_27000,8RAGgYu2LlE_17000_27000_wolf_2,test_u,0,The sounding object in front of the television.
8RAGgYu2LlE_17000_27000,8RAGgYu2LlE_17000_27000_wolf_3,test_u,0,The sounding object.
8RAGgYu2LlE_40000_50000,8RAGgYu2LlE_40000_50000_wolf_1,test_u,0,The object making the longest sound duration.
8RAGgYu2LlE_40000_50000,8RAGgYu2LlE_40000_50000_wolf_2,test_u,0,The object making the loudest sound.
8RAGgYu2LlE_40000_50000,8RAGgYu2LlE_40000_50000_wolf_3,test_u,0,The object making a sound by howling.
8dayofDFbqQ_113000_123000,8dayofDFbqQ_113000_123000_wolf_1,test_u,0,The biggest wolf.
8dayofDFbqQ_113000_123000,8dayofDFbqQ_113000_123000_wolf_2,test_u,1,The last object to make a sound.
8dayofDFbqQ_113000_123000,8dayofDFbqQ_113000_123000_wolf_3,test_u,0,The object first looks up and calls out.
9Yc2rdz4tUY_48000_58000,9Yc2rdz4tUY_48000_58000_pig_1,test_u,0,The sounding object near the fencing.
9Yc2rdz4tUY_48000_58000,9Yc2rdz4tUY_48000_58000_pig_2,test_u,0,The sounding object on the right of the pig which is wagging its tail.
9Yc2rdz4tUY_48000_58000,9Yc2rdz4tUY_48000_58000_pig_3,test_u,0,The pig appearing through the entire video.
A-e3dr7fTIs_0_10000,A-e3dr7fTIs_0_10000_mower_1,test_u,0,The object that keeps making sound at all times.
A-e3dr7fTIs_0_10000,A-e3dr7fTIs_0_10000_mower_2,test_u,0,The sounding object.
A-e3dr7fTIs_0_10000,A-e3dr7fTIs_0_10000_mower_3,test_u,0,The object making the loudest sound.
A-e3dr7fTIs_15000_25000,A-e3dr7fTIs_15000_25000_mower_1,test_u,0,The sounding object.
A-e3dr7fTIs_15000_25000,A-e3dr7fTIs_15000_25000_mower_2,test_u,0,The object that keeps making sound at all times.
A-e3dr7fTIs_15000_25000,A-e3dr7fTIs_15000_25000_mower_3,test_u,0,The object making the loudest sound.
A-e3dr7fTIs_318000_328000,A-e3dr7fTIs_318000_328000_mower_1,test_u,0,The object that keeps making sound at all times.
A-e3dr7fTIs_318000_328000,A-e3dr7fTIs_318000_328000_mower_2,test_u,0,The object making the loudest sound.
A-e3dr7fTIs_318000_328000,A-e3dr7fTIs_318000_328000_mower_3,test_u,0,The sounding object.
A-e3dr7fTIs_80000_90000,A-e3dr7fTIs_80000_90000_mower_1,test_u,0,The sounding object.
A-e3dr7fTIs_80000_90000,A-e3dr7fTIs_80000_90000_mower_3,test_u,0,The object making the loudest sound.
A0pLvDl2eTw_173000_183000,A0pLvDl2eTw_173000_183000_motorcycle_1,test_u,0,The sounding object under the man.
A0pLvDl2eTw_173000_183000,A0pLvDl2eTw_173000_183000_motorcycle_2,test_u,0,The object making the loudest sound.
A0pLvDl2eTw_173000_183000,A0pLvDl2eTw_173000_183000_motorcycle_3,test_u,0,The sounding object.
AL9pqcOjpGQ_43000_53000,AL9pqcOjpGQ_43000_53000_mower_1,test_u,0,The object that keeps making sound at all times.
AL9pqcOjpGQ_43000_53000,AL9pqcOjpGQ_43000_53000_mower_1,test_u,0,The object that keeps making sound at all times.
AL9pqcOjpGQ_43000_53000,AL9pqcOjpGQ_43000_53000_mower_2,test_u,0,The object that keeps making sound at all times.
AL9pqcOjpGQ_43000_53000,AL9pqcOjpGQ_43000_53000_mower_2,test_u,0,The object that keeps making sound at all times.
AL9pqcOjpGQ_43000_53000,AL9pqcOjpGQ_43000_53000_mower_3,test_u,0,The first object to make a sound.
AL9pqcOjpGQ_43000_53000,AL9pqcOjpGQ_43000_53000_mower_3,test_u,0,The first object to make a sound.
BQSVLgKQGM8_17000_27000,BQSVLgKQGM8_17000_27000_sheep_1,test_u,0,The sounding object.
BQSVLgKQGM8_17000_27000,BQSVLgKQGM8_17000_27000_sheep_2,test_u,0,The sounding object in front of the cage.
BQSVLgKQGM8_17000_27000,BQSVLgKQGM8_17000_27000_sheep_3,test_u,0,The first object to make a sound.
BY3AYOQL764_22000_32000,BY3AYOQL764_22000_32000_sheep_1,test_u,0,The sounding object.
